Product Name,MRP,Wholesale Rate,Retail Rate
Tata Tea Premium 100gm                             ,34.0,30.0,32.0
Tata Tea Premium 1kg,330.0,295.0,310.0
Tata Tea Premium 250gm                             ,90.0,80.0,85.0
Tata Tea Premium 500gm                             ,170.0,150.0,160.0
Tata Tea Premium 50gm                              ,17.0,15.0,16.0
Taza Tea 250gm ,60.0,55.0,58.0
Taza Tea Masala 250gm ,88.0,82.0,85.0
Tea khuli 1 kg,300.0,200.0,250.0
Tettly Green Tea 95/-,95.0,85.0,90.0
Tettly Green Tea Bag 10pc,60.0,54.0,58.0
Tettly Green Tea Bag 30pc,160.0,140.0,150.0
Tettly Green Tea Bag with Honey & Lemon,160.0,140.0,150.0
Tettly Tea Bag 100pc                                              ,123.0,85.0,95.0
Tezab,30.0,20.0,25.0
Tide Detergent 10/-,10.0,9.0,10.0
Tide Detergent 10/- katta 60pc,600.0,510.0,550.0
Tide Detergent 4 kg,388.0,330.0,350.0
Tide Detergent Green 1kg 65/-                              ,65.0,59.0,63.0
Tide Detergent Green 500gm 33/- ,33.0,30.0,32.0
Tide Detergent Orange 1kg 96/- ,96.0,86.0,90.0
Tide Detergent Orange 2kg 171/- ,171.0,156.0,165.0
Tide Detergent Orange 500gm 49/- ,49.0,44.0,45.0
Tide Green 1kg 65/- katta 22pc                                         ,1430.0,1358.0,1380.0
Tide Green 500gm 31/- katta 30pc                                       ,930.0,810.0,900.0
Tide Orange katta 1kg 24pc                                        ,2304.0,2100.0,2200.0
Tiger Crunch Biscuit 10/-,10.0,9.0,9.5
Tiger Crunch Biscuit 5/- 12pc,60.0,54.0,58.0
Til Oil 1L                                         ,160.0,90.0,100.0
Til Oil 200ml                                      ,50.0,23.0,25.0
Til Oil 500ml                                      ,90.0,48.0,55.0
Tissue Paper                                       ,35.0,25.0,28.0
Today Premium Tea 1kg                                          ,360.0,310.0,330.0
Today Premium Tea 250 gm,80.0,71.25,75.0
Today Star Tea 250gm                                   ,50.0,45.0,48.0
Today Tea 1/- Bundle 100pc                         ,100.0,75.0,90.0
Today Tea 10/- pckt 24pc                               ,240.0,195.0,220.0
Today Tea 20/- pckt 12pc                               ,240.0,195.0,220.0
Today Tea 5/- Bundle 30pc                          ,150.0,105.0,130.0
Toilet Roll 6pc                                    ,205.0,120.0,150.0
Top Ramen Curry 70gm,16.0,14.5,16.0
Top Ramen Noodles 70gm,10.0,9.0,9.5
Topaz Blade 10/-,7.0,4.5,5.0
Tops Custard Choclate ,37.0,32.0,35.0
Tops Custard Kesar Elaichi ,37.0,32.0,35.0
Tops Custard Strawberry,30.0,25.0,27.0
Tops Custard Vanila,30.0,25.0,27.0
Tops Fruit Jam 1kg ,120.0,100.0,110.0
Tops Green Chilli Sacue 200gm,45.0,35.0,40.0
Tops Green Chilli Sauce 650gm            ,55.0,45.0,50.0
Tops Ketchup 1/- pckt 72pc,72.0,50.0,60.0
Tops Ketchup 1kg,120.0,90.0,100.0
Tops Ketchup 500gm,80.0,60.0,80.0
Tops Mixed Fruit Jam 250gm,50.0,43.0,45.0
Tops Mixed Fruit Jam 500gm,110.0,90.0,95.0
Tops Mixed Pickle 1kg,130.0,90.0,100.0
Tops Noodles Plain 400gm,42.0,37.0,40.0
Tops Pickle 100gm,20.0,17.0,19.0
Tops Pickle 400gm,80.0,65.0,70.0
Tops Pickle Khatta Mithha,130.0,90.0,100.0
Tops Pickle Mango  100gm 20/-,20.0,17.0,19.0
Tops Pickle Mango  1kg,120.0,90.0,100.0
Tops Red Chilli Sauce 200gm,45.0,35.0,40.0
Tops Red Chilli Sauce 650gm,52.0,43.0,45.0
Tops Snack Sauce 200gm,32.0,24.0,30.0
Tops Snack Sauce Classic 1kg,95.0,70.0,80.0
Tops Snack Sauce Classic 200gm,32.0,24.0,28.0
Tops Snack Sauce Classic 500gm,65.0,48.0,50.0
Tops Soya Sauce 200gm,45.0,35.0,40.0
Tops Soya Sauce 740ml,52.0,43.0,45.0
Tops Sweet Lime Pickle 1kg,120.0,90.0,100.0
Tops Tangy Lime Pickle 1kg,120.0,90.0,100.0
Tops Vinegar 200ml,25.0,20.0,22.0
Tops Vinegar 610ml,45.0,36.0,40.0
Total Ciggerate,60.0,45.0,50.0
Tounge Cleaner Pckt ,40.0,22.0,25.0
Treat Jim Jam Biscuit 30/-,30.0,27.0,28.0
Treat Jim Jam Biscuit 5/- Jar 30pc,150.0,120.0,130.0
Tresseme Conditnor 100ml,99.0,90.0,95.0
Tresseme Conditnor 200ml,204.0,184.0,194.0
Tresseme Conditnor 4/ Mix 16pc 48/- ,48.0,40.0,36.0
Tresseme Conditnor Pink 4/- Ladi 12pc,48.0,38.0,44.0
Tresseme Conditnor Purple 4/- Ladi 12pc,48.0,38.0,44.0
Tresseme Conditnor Red 4/- Ladi 12pc,48.0,40.0,44.0
Tresseme Shampoo 100ml,90.0,80.0,85.0
Tresseme Shampoo 200ml,125.0,112.0,118.0
Tresseme Shampoo 3/- Pink Ladi 12pc,36.0,30.0,33.0
Tresseme Shampoo 3/- Pink Ladi 16pc,48.0,38.0,44.0
Tresseme Shampoo 3/- Purple Ladi 12pc,36.0,30.0,33.0
Tresseme Shampoo 3/- Purple Ladi 16pc,48.0,38.0,42.0
Tresseme Shampoo 3/- Red Ladi 12pc,36.0,30.0,33.0
Tresseme Shampoo 3/- Red Ladi 16pc,48.0,38.0,42.0
Tresseme Shampoo 580ml,415.0,368.0,380.0
Tresseme Shampoo Mix 16pc -48 ,48.0,36.0,44.0
Trifla Powder,25.0,18.0,20.0
Trishul Phenyl,50.0,31.0,40.0
Trishul Phenyl Goli 100gm                                         ,35.0,28.0,32.0
Trishul Phenyl Goli 200gm                                         ,68.0,52.0,60.0
Trishul Phenyl Goli 400gm                                         ,132.0,100.0,116.0
Tulsi 1Pc Single,8.0,7.0,8.0
Tulsi pckt,400.0,320.0,360.0
Ujala Neel 22/-                                    ,22.0,20.0,21.0
Ujala Neel 60/-                                    ,60.0,54.0,57.0
Ujala Neel 8/-                                     ,8.0,6.5,7.5
Ujala Neel 8/- Pckt 12pc                           ,96.0,77.0,90.0
Uncle Chips 10/- ,10.0,9.0,10.0
Uppal Tash ,480.0,380.0,400.0
Uttam Bura Cheeni 500gm pckt,42.0,30.0,35.0
Uttam Sugar 1kg pckt,72.0,47.0,50.0
Vanish Liquid 180ml                                               ,50.0,45.0,48.0
Vanish Liquid 500ml                                               ,95.0,87.0,93.0
Vanish Liquid 900ml                                               ,135.0,121.0,125.0
Vanish Powder 10/-,10.0,9.0,10.0
Vanish Powder 120gm                                               ,52.0,47.0,50.0
Vanish Powder 240gm                                               ,95.0,85.0,90.0
Vanish Powder 450gm                                               ,180.0,167.0,177.0
Vaseline 5/- Box 48pc                              ,240.0,210.0,220.0
Vaseline Advanced Repair Body Lotion ,105.0,95.0,100.0
Vaseline Choclate Body Lotion 100ml,105.0,95.0,100.0
Vaseline Choclate Body Lotion 300ml,265.0,240.0,250.0
Vaseline Cream 100gm,110.0,95.0,100.0
Vaseline Cream 25gm,35.0,31.0,32.0
Vaseline Cream 50gm,60.0,53.0,55.0
Vaseline Green Body Lotion 100ml,85.0,78.0,82.0
Vaseline Green Body Lotion 300ml,235.0,210.0,220.0
Vaseline Pink Body Lotion 100ml,95.0,86.0,90.0
Vaseline Pink Body Lotion 300ml,265.0,240.0,255.0
Vaseline White Body Lotion 300ml ,285.0,255.0,265.0
Vaseline Yellow Body Lotion 100ml,75.0,67.0,70.0
Vaseline Yellow Body Lotion 300ml,215.0,195.0,205.0
Vasline Lip Care Bam 10gm,45.0,40.0,42.0
Vasmol 30/-,30.0,27.0,28.0
Vasmol 52/-,52.0,46.0,50.0
Vatika Oil 150ml                                                  ,84.0,76.0,80.0
Vatika Oil 300ml                                                  ,167.0,151.0,160.0
Vatika Oil 75ml                                                   ,42.0,38.0,40.0
Vatika Shampoo 1/- Ladi 16pc,16.0,13.0,14.0
Vatika Shampoo 180ml,102.0,90.0,100.0
Vatika Shampoo 80ml,45.0,40.0,42.0
Veet Hair removal Cream,110.0,98.0,105.0
Veet Hair Removal Cream 30/-,30.0,26.0,28.0
Veet Hair Removal Cream 59/-,59.0,52.0,55.0
Venus Soap Set 4pc,64.0,57.0,60.0
Vi-John After Shave ,90.0,70.0,70.0
Vi-John Hair Removal Cream 40gm                     ,40.0,20.0,25.0
Vi-John Shaving Cream  50/-,50.0,40.0,45.0
Vi-John Shaving Cream 32/-,32.0,25.0,28.0
Vicco Cream 15gm ,63.0,54.0,60.0
Vicco Cream 30 Gm ,119.0,102.0,110.0
Vicco Cream 50 Gm ,173.0,150.0,160.0
Vicco Vajradanti Paste 200gm,120.0,105.0,110.0
Vicco Vajradanti Toothpaste 100gm,71.0,62.0,68.0
Vicks Candy Jar                                                   ,190.0,145.0,155.0
Vicks Vaporub,18.0,15.5,17.0
Vicks Vaporub 16gm                                 ,30.0,26.0,28.0
Vicks Vaporub 50gm                                 ,110.0,95.0,100.0
Vicks Vaporub 65/- ,65.0,57.0,60.0
Vijay Blade 7/-,7.0,4.5,5.0
Vim Bar 10/-                                                      ,10.0,9.0,10.0
Vim Bar 10/- Peti 90pc                                            ,900.0,800.0,850.0
Vim Bar 18/-                                                      ,18.0,16.2,17.5
Vim Bar 22/-,22.0,20.0,21.0
Vim Bar 22/- Petti 40pc,880.0,790.0,800.0
Vim Bar 28/-,28.0,26.0,27.0
Vim Bar 5/-                                                       ,5.0,4.5,5.0
Vim Bar 5/- Petti 144pc                                           ,720.0,640.0,680.0
Vim Bar Petti 3+1 600/-,600.0,530.0,550.0
Vim Bar Set 30/- 3+1,30.0,27.0,28.0
Vim Bar Set 40/-,40.0,37.0,40.0
Vim Bar Set petti 20pc                                            ,960.0,850.0,910.0
Vim Liquid 115ml                                                  ,20.0,18.0,20.0
Vim Liquid 250ml                                                  ,58.0,52.0,55.0
Vim Liquid 500ml                                                  ,115.0,103.0,110.0
Vim Liquid 750ml                                                  ,165.0,145.0,155.0
Vim Powder 1kg                                                    ,26.0,24.0,25.0
Vim Tub ,47.0,42.0,45.0
Vimal 5/-,200.0,130.0,160.0
Vita Rusk 2+1 ,80.0,63.0,70.0
Vivel Soap 10/-,10.0,8.5,9.5
Vivel Soap Set 4pc,94.0,80.0,85.0
Viz 5/-,100.0,95.0,100.0
Wax Strips Big ,70.0,42.0,60.0
Wax Strips Small ,30.0,22.0,25.0
Wheel Detergent 1kg                                               ,52.0,48.0,49.0
Wheel Detergent 500gm,26.0,24.0,24.0
Wheel Detergent katta 1kg 25pc                                    ,1300.0,1200.0,1250.0
Wheel Detergent katta 500gm 30pc                                  ,780.0,720.0,700.0
Whisper Choice 7 Pads                                             ,30.0,27.0,29.0
Whisper Choice Ultra 44/-                                         ,44.0,40.0,42.0
Whisper Choice Wings 8 Pads                                       ,34.0,30.0,32.0
Whisper Maxi 15 Pads ,143.0,128.0,135.0
Whisper Maxi 7 Pads ,80.0,72.0,75.0
Whisper Maxi 8 Pads ,77.0,70.0,75.0
Whisper Maxi Nights                                               ,175.0,160.0,170.0
Whisper Maxi XL 15 Pads ,143.0,128.0,135.0
Whisper Ultra 8 Pads ,80.0,72.0,75.0
Whisper Ultra Clean 15 Pads                                       ,165.0,145.0,155.0
Whisper Ultra Clean 30 Pads                                       ,310.0,250.0,280.0
Whisper Ultra Clean 7 Pads                                        ,80.0,72.0,75.0
Whisper Ultra Nights                                              ,175.0,160.0,170.0
Whisper Ultra Soft 2xl ,64.0,57.0,60.0
White Tone Powder 30gm,55.0,48.0,52.0
Wild Stone After Shave ,105.0,92.0,98.0
Wild Stone Deo 120ml,250.0,190.0,205.0
Wild Stone Deo 195/-,195.0,160.0,170.0
Wild Stone Powder 100gm                            ,55.0,50.0,52.0
Wild Stone Powder 300gm                            ,125.0,110.0,115.0
Wild Stone Shaving Brush,55.0,46.0,50.0
Wild Stone Soap 225gm,75.0,68.0,70.0
Wild Stone Soap Set 3pc,75.0,68.0,70.0
Wild Stone Soap Set 4pc,120.0,108.0,110.0
Wilkonson Blade 20pc,300.0,200.0,250.0
Wilkonson Blade Single,15.0,11.0,13.0
Wiper ,100.0,60.0,80.0
Wipro CFL Bulb 23Wtt,280.0,180.0,190.0
Xpert 250ml Liquid                                                ,50.0,45.0,48.0
Xpert Cake 5/-,5.0,4.5,5.0
Xpert Cake peti 10/- 96pc                                         ,960.0,630.0,750.0
Xpert Cake peti 5/- 144pc                                         ,720.0,630.0,720.0
Xpert Cake Set 4pc  3+1                                            ,30.0,27.0,28.0
Xpert Liquid 200gm                                                ,25.0,22.5,23.0
Y-Y Maggi,12.0,10.5,12.0
Yakult ,12.0,10.5,11.0
Yipee Maggi 5/-                                                   ,5.0,4.5,5.0
Yipee Maggie Petti 960/- ,960.0,820.0,900.0
Yippe Maggi 10/- ,10.0,9.0,9.5
Yippe Tricolor Pasta 70gm,25.0,23.0,24.0
Yum Yum Dalia Roasted 180gm,60.0,52.0,55.0
Yummy  Biscuit 5/- pkt 10pc,50.0,45.0,50.0
Yummy Biscuit 10/-,10.0,9.0,9.5
Yummy Biscuit 10/- pkt 10pc,100.0,90.0,95.0
Yummy Biscuit 5/-,5.0,4.5,5.0
Yummy Biscuit Mix 10/- ,10.0,9.0,10.0
Yummy Chocolet Biscuit 10/- ,10.0,9.0,10.0
Yummy Cream Biscuit 10Pcs ,50.0,45.0,47.0
Yummy Cream Mix 5-10pc ,50.0,45.0,47.0
Yummy Cream Mix 5/- 10pcs ,50.0,45.0,45.0
Zandu Balm ,32.0,29.0,30.0
Zorik Blade 10/-,10.0,6.0,7.0
Zorik Razor ,25.0,20.0,25.0
MDH Garam Masala 5/- Ladi ,60.0,50.0,55.0
